"from","to","freq","duration_s"
"1017","1020",42,3946.04761904762
"1017","1021",70,3587.88571428571
"1017","1022",25,2281.44
"1017","1023",25,1868.12
"1017","1024",8,2931
"1017","1025",13,9607
"1017","1026",15,3948.26666666667
"1017","1027",10,2696.5
"1017","1028",12,8171.5
"1017","1029",8,3595.25
"1017","1030",16,1792.0625
"1017","1031",4,2961.25
"1017","1032",10,10407.4
"1017","1033",24,7134.91666666667
"1017","1034",7,4622.28571428571
"1017","1035",14,13466.4285714286
"1017","1036",19,6666.68421052632
"1017","1037",15,3511.13333333333
"1017","1038",3,2514
"1017","1039",4,21201.25
"1017","1040",7,12553.4285714286
"1017","1041",12,3237.08333333333
"1017","1042",1,6421
"1017","1043",6,5461.16666666667
"1017","1044",7,2829.85714285714
"1017","1045",134,5187.18656716418
"1017","1046",30,6891.53333333333
"1017","1047",27,6965
"1017","1048",66,3903.68181818182
"1017","1049",109,3568.09174311927
"1017","1050",84,8033.75
"1017","1061",119,3183.50420168067
"1018","1000",161,3217.44720496894
"1018","1001",334,2297.00898203593
"1018","1002",32,3756.4375
"1018","1003",24,2388.04166666667
"1018","1004",9,2705.11111111111
"1018","1005",61,3124
"1018","1006",47,1477.97872340426
"1018","1007",4,1915.75
"1018","1008",2,1607
"1018","1009",47,3090.10638297872
"1018","1010",333,1980.47447447447
"1018","1011",118,2645.20338983051
"1018","1012",98,5159.9387755102
"1018","1013",155,3126.43225806452
"1018","1014",17,2915.58823529412
"1018","1015",49,3256.14285714286
"1018","1016",101,1546.28712871287
"1018","1017",375,1411.86133333333
"1018","1018",692,5713.72398843931
"1018","1019",154,4255.36363636364
"1018","1020",24,1464.625
"1018","1021",16,6878.3125
"1018","1022",9,8052.11111111111
"1018","1023",14,3269.85714285714
"1018","1024",5,2491.4
"1018","1025",8,1521.75
"1018","1026",13,1415.23076923077
"1018","1027",2,1583.5
"1018","1028",2,1668.5
"1018","1029",7,1757.42857142857
"1018","1030",8,1286.75
"1018","1031",5,4242.2
"1018","1032",1,1453
"1018","1033",11,2455.45454545455
"1018","1034",4,1662
"1018","1035",6,2716.5
"1018","1036",8,4828.375
"1018","1037",0,0
"1018","1038",3,2076.33333333333
"1018","1039",1,1306
"1018","1040",3,1879.66666666667
"1018","1041",27,1893.51851851852
"1018","1042",0,0
"1018","1043",2,2151.5
"1018","1044",3,28341.6666666667
"1018","1045",24,5064.08333333333
"1018","1046",14,11800.5
"1018","1047",8,3278
"1018","1048",15,16737.8666666667
"1018","1049",28,2240.60714285714
"1018","1050",58,7947.01724137931
"1018","1061",25,3400.72
"1019","1000",231,4717.79653679654
"1019","1001",278,3421.10071942446
"1019","1002",52,1868.98076923077
"1019","1003",45,4658.75555555556
"1019","1004",14,9476.07142857143
"1019","1005",264,2370.62878787879
"1019","1006",40,5392.15
"1019","1007",3,1358.33333333333
"1019","1008",4,11639
"1019","1009",89,2638.40449438202
"1019","1010",323,2671.7399380805
"1019","1011",144,3435.00694444444
"1019","1012",228,4556.9298245614
"1019","1013",365,3278.02191780822
"1019","1014",35,3029.17142857143
"1019","1015",83,5152.49397590361
"1019","1016",186,2529.70967741935
"1019","1017",578,3278.01903114187
"1019","1018",168,2822.33333333333
"1019","1019",1356,7770.71238938053
"1019","1020",28,5610.17857142857
"1019","1021",24,4419.08333333333
"1019","1022",35,4304.17142857143
"1019","1023",62,2472.54838709677
"1019","1024",30,2035.33333333333
"1019","1025",73,1707
"1019","1026",27,2320.85185185185
"1019","1027",8,3146
"1019","1028",12,5125.5
"1019","1029",10,1786.9
"1019","1030",22,1626.13636363636
"1019","1031",10,3204.3
"1019","1032",9,3218.44444444444
"1019","1033",21,1684.38095238095
"1019","1034",5,1357.6
"1019","1035",14,2289.57142857143
"1019","1036",12,3427.08333333333
"1019","1037",8,5935.5
"1019","1038",0,0
"1019","1039",4,1785
"1019","1040",6,1472.16666666667
"1019","1041",16,7347.125
"1019","1042",1,2284
"1019","1043",9,12960.3333333333
"1019","1044",3,1787.66666666667
"1019","1045",45,4773.93333333333
"1019","1046",9,5109.77777777778
"1019","1047",28,3400.57142857143
"1019","1048",48,5976.89583333333
"1019","1049",48,6528.66666666667
"1019","1050",75,9969.62666666667
"1019","1061",55,5052.45454545455
"1020","1000",344,1583.55813953488
"1020","1001",68,4109.79411764706
"1020","1002",44,3768.72727272727
"1020","1003",8,2947.25
"1020","1004",2,1497
"1020","1005",18,1195.72222222222
"1020","1006",15,2840.26666666667
"1020","1007",3,1323.33333333333
"1020","1008",2,1686
"1020","1009",48,1535.45833333333
"1020","1010",149,1977.14093959732
"1020","1011",25,1787.08
"1020","1012",44,4217.63636363636
"1020","1013",62,3883.95161290323
"1020","1014",12,2577
"1020","1015",18,3520.66666666667
"1020","1016",81,1430.24691358025
"1020","1017",141,1554.13475177305
"1020","1018",45,1957.15555555556
"1020","1019",310,3099.8935483871
"1020","1020",259,4503.1583011583
"1020","1021",66,4984.62121212121
"1020","1022",59,1511.13559322034
"1020","1023",239,2617.81171548117
"1020","1024",60,1818.38333333333
"1020","1025",124,860.104838709677
"1020","1026",206,1706.71844660194
"1020","1027",33,6622.75757575758
"1020","1028",126,2062.83333333333
"1020","1029",30,1653.66666666667
"1020","1030",45,794.8
"1020","1031",63,1591.15873015873
"1020","1032",59,1094.20338983051
"1020","1033",149,1036.48322147651
"1020","1034",48,820.395833333333
"1020","1035",73,901.958904109589
"1020","1036",49,3512.9387755102
"1020","1037",26,1423.65384615385
"1020","1038",4,21767.75
"1020","1039",16,2498.375
"1020","1040",32,4050.53125
"1020","1041",55,3404.21818181818
"1020","1042",2,9324
"1020","1043",12,1276.25
"1020","1044",4,21823.5
"1020","1045",14,2705.78571428571
"1020","1046",2,3145
"1020","1047",5,33480
"1020","1048",6,2312.66666666667
"1020","1049",22,2078.77272727273
"1020","1050",42,11792.0714285714
"1020","1061",52,2368.36538461538
"1021","1000",78,2261.05128205128
"1021","1001",103,3737.77669902913
"1021","1002",67,3015.5671641791
"1021","1003",45,4218.82222222222
"1021","1004",11,1293
"1021","1005",46,1267.91304347826
"1021","1006",18,1492
"1021","1007",3,1668.33333333333
"1021","1008",4,3711
"1021","1009",28,2161.42857142857
"1021","1010",180,2068.37222222222
"1021","1011",48,5792.41666666667
"1021","1012",46,4364.45652173913
"1021","1013",50,3525.14
"1021","1014",6,1715.16666666667
"1021","1015",29,2757.48275862069
"1021","1016",48,3684.66666666667
"1021","1017",165,1437.1696969697
"1021","1018",82,1502.48780487805
"1021","1019",211,2224.22748815166
"1021","1020",37,1187.54054054054
"1021","1021",258,6018.14341085271
"1021","1022",83,3427.96385542169
"1021","1023",99,840.080808080808
"1021","1024",39,2565.28205128205
"1021","1025",68,1813.83823529412
"1021","1026",279,1771.04659498208
"1021","1027",15,841.133333333333
"1021","1028",50,1126.52
"1021","1029",28,1297.78571428571
"1021","1030",71,1128.05633802817
"1021","1031",27,698
"1021","1032",23,865.782608695652
"1021","1033",122,1445.33606557377
"1021","1034",65,633.523076923077
"1021","1035",54,1041.01851851852
"1021","1036",72,2330.77777777778
"1021","1037",127,1024.85039370079
"1021","1038",5,2264.8
"1021","1039",12,5976
"1021","1040",36,3099.36111111111
"1021","1041",48,4555.97916666667
"1021","1042",0,0
"1021","1043",33,567.787878787879
"1021","1044",7,6573.28571428571
"1021","1045",26,6758.96153846154
"1021","1046",2,1540.5
"1021","1047",6,2398.66666666667
"1021","1048",18,7424.5
"1021","1049",20,2839.4
"1021","1050",244,1151.3893442623
"1021","1061",41,1873.46341463415
"1022","1000",56,3028.71428571429
"1022","1001",91,4096.86813186813
"1022","1002",9,2631.11111111111
"1022","1003",6,3664.16666666667
"1022","1004",6,1861.33333333333
"1022","1005",37,2021.21621621622
"1022","1006",12,1836.83333333333
"1022","1007",1,1200
"1022","1008",3,1567
"1022","1009",53,1877.1320754717
"1022","1010",115,3319.98260869565
"1022","1011",6,1556
"1022","1012",26,6156.69230769231
"1022","1013",42,2584.64285714286
"1022","1014",11,2546.27272727273
"1022","1015",30,13691.8333333333
"1022","1016",61,8478.18032786885
"1022","1017",76,2942.27631578947
"1022","1018",70,2742.12857142857
"1022","1019",210,1953.69047619048
"1022","1020",68,7322.07352941176
"1022","1021",111,1747.78378378378
"1022","1022",303,4144.43234323432
"1022","1023",90,1308.64444444444
"1022","1024",83,1836.18072289157
"1022","1025",58,870.655172413793
"1022","1026",106,3000.34905660377
"1022","1027",18,16312.6111111111
"1022","1028",72,1600.79166666667
"1022","1029",34,8355.41176470588
"1022","1030",68,795.352941176471
"1022","1031",57,3452.78947368421
"1022","1032",31,6529.8064516129
"1022","1033",190,1615.92631578947
"1022","1034",72,769.444444444444
"1022","1035",65,3305.66153846154
"1022","1036",112,1719.63392857143
"1022","1037",115,854.469565217391
"1022","1038",22,2926.31818181818
"1022","1039",15,1203.93333333333
"1022","1040",91,2744.76923076923
"1022","1041",71,5718.23943661972
"1022","1042",0,0
"1022","1043",22,595.409090909091
"1022","1044",7,1201.57142857143
"1022","1045",37,2230.89189189189
"1022","1046",15,2244.53333333333
"1022","1047",8,13567.5
"1022","1048",2,9293.5
"1022","1049",10,2797
"1022","1050",13,20410.1538461538
"1022","1061",17,10417.4117647059
"1023","1000",37,3822.62162162162
"1023","1001",35,3342.88571428571
"1023","1002",3,2764.33333333333
"1023","1003",6,3345.66666666667
"1023","1004",4,3469
"1023","1005",4,2314.5
"1023","1006",11,2021.72727272727
"1023","1007",3,1691.33333333333
"1023","1008",0,0
"1023","1009",7,3153
"1023","1010",48,2843.27083333333
"1023","1011",29,3068.72413793103
"1023","1012",17,9348.76470588235
"1023","1013",17,7620.64705882353
"1023","1014",1,2359
"1023","1015",34,1997.79411764706
"1023","1016",31,3827.8064516129
"1023","1017",81,3618.37037037037
"1023","1018",59,2595.47457627119
"1023","1019",151,1702.03973509934
"1023","1020",206,875.058252427184
"1023","1021",136,1673.375
"1023","1022",94,3714.06382978723
"1023","1023",431,4860.19721577726
"1023","1024",32,2997.28125
"1023","1025",29,1458.68965517241
"1023","1026",121,546.644628099174
"1023","1027",25,7097.84
"1023","1028",72,1602.73611111111
"1023","1029",74,753.486486486486
"1023","1030",69,898.811594202899
"1023","1031",37,1085.59459459459
"1023","1032",48,999.479166666667
"1023","1033",126,5875.99206349206
"1023","1034",87,2289.11494252874
"1023","1035",130,852.469230769231
"1023","1036",54,1625.46296296296
"1023","1037",70,3415.48571428571
"1023","1038",9,1286.11111111111
"1023","1039",16,1128.1875
"1023","1040",124,1811.20967741935
"1023","1041",243,1320.670781893
"1023","1042",2,1257
"1023","1043",21,1488.66666666667
"1023","1044",11,6755.90909090909
"1023","1045",34,3369.44117647059
"1023","1046",2,2809
"1023","1047",11,7797.18181818182
"1023","1048",14,2479.35714285714
"1023","1049",2,2724
"1023","1050",5,17982.2
"1023","1061",10,1735.2
"1024","1000",25,6327.04
"1024","1001",20,8677.35
"1024","1002",3,1970.66666666667
"1024","1003",6,20015.1666666667
"1024","1004",2,2830.5
"1024","1005",6,14238.8333333333
"1024","1006",78,1651.97435897436
"1024","1007",4,7289.5
"1024","1008",7,7975.28571428571
"1024","1009",2,6924.5
"1024","1010",30,2615.26666666667
"1024","1011",9,2479.11111111111
"1024","1012",11,4821.63636363636
"1024","1013",8,2593.875
"1024","1014",5,24161.6
"1024","1015",6,21914.8333333333
"1024","1016",28,2027.10714285714
"1024","1017",22,8807.81818181818
"1024","1018",19,2608.57894736842
"1024","1019",60,2430.15
"1024","1020",102,2041.44117647059
"1024","1021",42,3816.16666666667
"1024","1022",45,808.066666666667
"1024","1023",44,3200.22727272727
"1024","1024",356,4944.49157303371
"1024","1025",47,1925
"1024","1026",110,1945.71818181818
"1024","1027",32,916.25
"1024","1028",37,1193.2972972973
"1024","1029",79,1959.11392405063
"1024","1030",52,1229.57692307692
"1024","1031",15,1058.93333333333
"1024","1032",47,1583.31914893617
"1024","1033",136,1720.38970588235
"1024","1034",88,2442.63636363636
"1024","1035",42,2306.64285714286
"1024","1036",31,1485.87096774194
"1024","1037",66,1373.4696969697
"1024","1038",5,2314.6
"1024","1039",24,1330.125
"1024","1040",79,773.392405063291
"1024","1041",35,1179.28571428571
"1024","1042",2,2116.5
"1024","1043",34,2011.76470588235
"1024","1044",57,1074.52631578947
"1024","1045",3,2086
"1024","1046",2,4772
"1024","1047",5,2666
"1024","1048",0,0
"1024","1049",1,1904
"1024","1050",17,10492.8823529412
"1024","1061",3,4646.66666666667
"1025","1000",28,3129.46428571429
"1025","1001",448,2225.90848214286
"1025","1002",9,2291.88888888889
"1025","1003",13,10947
"1025","1004",1,2175
"1025","1005",6,3996.5
"1025","1006",3,1360.33333333333
"1025","1007",6,14306.8333333333
"1025","1008",0,0
"1025","1009",16,1805.8125
"1025","1010",43,2770.53488372093
"1025","1011",11,2107
"1025","1012",13,2982.61538461538
"1025","1013",28,2136.28571428571
"1025","1014",0,0
"1025","1015",2,2422.5
"1025","1016",22,2528.13636363636
"1025","1017",44,3633.09090909091
"1025","1018",39,1238.23076923077
"1025","1019",225,2591.03111111111
"1025","1020",106,1365.5
"1025","1021",76,3023.77631578947
"1025","1022",65,2306.98461538462
"1025","1023",33,1430.12121212121
"1025","1024",46,2844.19565217391
"1025","1025",284,7743.94718309859
"1025","1026",264,1960.70454545455
"1025","1027",23,1230.91304347826
"1025","1028",56,1357.875
"1025","1029",47,939.212765957447
"1025","1030",88,697.863636363636
"1025","1031",17,864.352941176471
"1025","1032",9,1151
"1025","1033",82,3370.5487804878
"1025","1034",42,795.52380952381
"1025","1035",27,2480.88888888889
"1025","1036",29,2755.31034482759
"1025","1037",18,2073.44444444444
"1025","1038",0,0
"1025","1039",3,2749.66666666667
"1025","1040",47,1191.85106382979
"1025","1041",73,1487.90410958904
"1025","1042",0,0
"1025","1043",11,7595.27272727273
"1025","1044",23,1056.17391304348
"1025","1045",10,2772.1
"1025","1046",1,1778
"1025","1047",2,1799
"1025","1048",6,14378.6666666667
"1025","1049",4,4655.25
"1025","1050",20,18677.05
"1025","1061",25,12021.8
"1026","1000",310,2497.95806451613
"1026","1001",50,2646.74
"1026","1002",2,5630
"1026","1003",2,2429
"1026","1004",0,0
"1026","1005",2,1596.5
"1026","1006",4,4505.75
"1026","1007",1,2058
"1026","1008",2,2559
"1026","1009",6,1905.16666666667
"1026","1010",10,5496.5
"1026","1011",8,1778
"1026","1012",21,7284.66666666667
"1026","1013",29,4377.96551724138
"1026","1014",3,5061
"1026","1015",10,7579.4
"1026","1016",7,4096.28571428571
"1026","1017",28,8850.78571428571
"1026","1018",26,1789.84615384615
"1026","1019",105,2531.57142857143
"1026","1020",122,3078.31147540984
"1026","1021",205,1199.13658536585
"1026","1022",105,1097.34285714286
"1026","1023",81,2545.66666666667
"1026","1024",106,856.792452830189
"1026","1025",65,2630.55384615385
"1026","1026",315,5279.24126984127
"1026","1027",17,2167.64705882353
"1026","1028",60,805.633333333333
"1026","1029",41,4350.36585365854
"1026","1030",38,1283.31578947368
"1026","1031",26,723.923076923077
"1026","1032",40,4539.825
"1026","1033",105,973.066666666667
"1026","1034",73,4846.64383561644
"1026","1035",45,7139.93333333333
"1026","1036",48,1718.16666666667
"1026","1037",51,2900.29411764706
"1026","1038",2,1266.5
"1026","1039",10,7311.2
"1026","1040",26,5412.5
"1026","1041",24,1613.91666666667
"1026","1042",0,0
"1026","1043",14,1603.5
"1026","1044",29,1644.10344827586
"1026","1045",9,11311.5555555556
"1026","1046",6,11973
"1026","1047",4,3284.5
"1026","1048",7,3099.14285714286
"1026","1049",0,0
"1026","1050",10,20932
"1026","1061",15,3413.06666666667
"1027","1000",12,6550.5
"1027","1001",9,14110.7777777778
"1027","1002",0,0
"1027","1003",1,8506
"1027","1004",4,6259
"1027","1005",1,32392
"1027","1006",1,1965
"1027","1007",0,0
"1027","1008",1,1570
"1027","1009",1,8728
"1027","1010",6,6002.16666666667
"1027","1011",15,2401.73333333333
"1027","1012",3,9318.66666666667
"1027","1013",4,2816.5
"1027","1014",0,0
"1027","1015",1,2690
"1027","1016",3,1779
"1027","1017",27,2721.44444444444
"1027","1018",6,1309.5
"1027","1019",10,1583.3
"1027","1020",35,1186
"1027","1021",14,1128.57142857143
"1027","1022",21,1106.2380952381
"1027","1023",33,3108.12121212121
"1027","1024",40,1034.6
"1027","1025",42,5718.88095238095
"1027","1026",11,1707.63636363636
"1027","1027",255,6349.50588235294
"1027","1028",197,538.878172588833
"1027","1029",120,1037.34166666667
"1027","1030",49,928.122448979592
"1027","1031",55,525.8
"1027","1032",96,1101.30208333333
"1027","1033",183,1132.24590163934
"1027","1034",124,2114.10483870968
"1027","1035",91,1991.28571428571
"1027","1036",26,1400.88461538462
"1027","1037",76,1383.05263157895
"1027","1038",15,16481.6666666667
"1027","1039",6,1849.83333333333
"1027","1040",40,1034.425
"1027","1041",32,4834.65625
"1027","1042",0,0
"1027","1043",34,1503.67647058824
"1027","1044",5,1360
"1027","1045",15,3304.93333333333
"1027","1046",0,0
"1027","1047",1,2244
"1027","1048",3,1777
"1027","1049",0,0
"1027","1050",0,0
"1027","1061",1,11505
"1028","1000",16,11320.875
"1028","1001",10,4332.6
"1028","1002",11,3264.09090909091
"1028","1003",6,5548.33333333333
"1028","1004",12,2737.33333333333
"1028","1005",1,1417
"1028","1006",3,2339.66666666667
"1028","1007",0,0
"1028","1008",0,0
"1028","1009",2,20509.5
"1028","1010",13,3916.92307692308
"1028","1011",3,2762
"1028","1012",12,3548.41666666667
"1028","1013",8,2730.375
"1028","1014",4,3330.75
"1028","1015",2,14870
"1028","1016",4,2716.25
"1028","1017",6,3702.66666666667
"1028","1018",16,2068.875
"1028","1019",24,3146.66666666667
"1028","1020",84,1312.89285714286
"1028","1021",67,1465.59701492537
"1028","1022",53,2614.32075471698
"1028","1023",65,3294.24615384615
"1028","1024",30,1787.66666666667
"1028","1025",31,1110.90322580645
"1028","1026",60,2190.98333333333
"1028","1027",133,1169.57142857143
"1028","1028",627,4556.45773524721
"1028","1029",493,912.352941176471
"1028","1030",43,2202.79069767442
"1028","1031",50,3986.32
"1028","1032",258,2846.01550387597
"1028","1033",254,816.11811023622
"1028","1034",109,2354.09174311927
"1028","1035",33,1893.87878787879
"1028","1036",76,5859.75
"1028","1037",32,1586.84375
"1028","1038",35,1410.05714285714
"1028","1039",6,1335.16666666667
"1028","1040",34,2590.73529411765
"1028","1041",211,1467.81516587678
"1028","1042",0,0
"1028","1043",39,1566.79487179487
"1028","1044",3,14019.6666666667
"1028","1045",15,7477.6
"1028","1046",2,1861
"1028","1047",2,15073.5
"1028","1048",2,2263.5
"1028","1049",7,5607.57142857143
"1028","1050",5,6365.4
"1028","1061",1,1778
"1029","1000",20,6560.55
"1029","1001",11,5946.54545454545
"1029","1002",4,3449.5
"1029","1003",5,5662.6
"1029","1004",0,0
"1029","1005",3,30110
"1029","1006",2,3032.5
"1029","1007",3,1892
"1029","1008",0,0
"1029","1009",5,2213
"1029","1010",9,4210
"1029","1011",9,4702.55555555556
"1029","1012",15,6390.6
"1029","1013",17,7492.29411764706
"1029","1014",1,117
"1029","1015",1,7507
"1029","1016",4,1900
"1029","1017",35,3928.25714285714
"1029","1018",18,1656.11111111111
"1029","1019",30,5993.23333333333
"1029","1020",33,4544.75757575758
"1029","1021",33,2815.57575757576
"1029","1022",36,2733.30555555556
"1029","1023",98,3114.81632653061
"1029","1024",83,2379.96385542169
"1029","1025",30,729.4
"1029","1026",45,2337.37777777778
"1029","1027",80,1149.05
"1029","1028",721,646.871012482663
"1029","1029",496,3862.32661290323
"1029","1030",25,4666.32
"1029","1031",94,3127.64893617021
"1029","1032",114,2175.98245614035
"1029","1033",327,2779.77064220184
"1029","1034",194,900.159793814433
"1029","1035",62,1413.5
"1029","1036",51,3490.13725490196
"1029","1037",47,3109.27659574468
"1029","1038",9,2420.22222222222
"1029","1039",11,1552.72727272727
"1029","1040",120,1143.875
"1029","1041",201,1634.10447761194
"1029","1042",0,0
"1029","1043",9,1256.66666666667
"1029","1044",10,2153.7
"1029","1045",23,2638.08695652174
"1029","1046",7,2896.57142857143
"1029","1047",5,2606.6
"1029","1048",6,2408.83333333333
"1029","1049",3,2285
"1029","1050",0,0
"1029","1061",3,1878.33333333333
"1030","1000",6,3869.66666666667
"1030","1001",11,8692.27272727273
"1030","1002",1,1722
"1030","1003",4,26469.5
"1030","1004",2,3266
"1030","1005",0,0
"1030","1006",5,20079
"1030","1007",1,1651
"1030","1008",3,2899
"1030","1009",1,1351
"1030","1010",7,4469
"1030","1011",4,3610.5
"1030","1012",2,2452.5
"1030","1013",5,2051.6
"1030","1014",1,2602
"1030","1015",0,0
"1030","1016",14,2829
"1030","1017",23,2937.52173913043
"1030","1018",16,7984.4375
"1030","1019",27,1869.77777777778
"1030","1020",19,1522.63157894737
"1030","1021",70,2009.6
"1030","1022",78,1821.75641025641
"1030","1023",99,1426.93939393939
"1030","1024",78,2869.66666666667
"1030","1025",29,2861
"1030","1026",33,4389.48484848485
"1030","1027",20,1011.6
"1030","1028",38,1167
"1030","1029",16,1308.0625
"1030","1030",179,3554.64245810056
"1030","1031",10,2959.6
"1030","1032",42,1231.52380952381
"1030","1033",46,1385.58695652174
"1030","1034",59,2121.76271186441
"1030","1035",35,3539.42857142857
"1030","1036",19,2484.68421052632
"1030","1037",22,1706.45454545455
"1030","1038",4,1458.75
"1030","1039",7,1630.28571428571
"1030","1040",10,1032
"1030","1041",17,1764.41176470588
"1030","1042",0,0
"1030","1043",12,10551.6666666667
"1030","1044",4,1487.5
"1030","1045",3,1594.66666666667
"1030","1046",0,0
"1030","1047",1,1578
"1030","1048",2,3057.5
"1030","1049",1,1413
"1030","1050",2,78630
"1030","1061",0,0
"1031","1000",17,6573.82352941176
"1031","1001",21,11347.619047619
"1031","1002",6,17931.6666666667
"1031","1003",0,0
"1031","1004",2,3697.5
"1031","1005",0,0
"1031","1006",6,5398.66666666667
"1031","1007",1,1250
"1031","1008",1,2132
"1031","1009",3,3131.33333333333
"1031","1010",12,8371.91666666667
"1031","1011",7,3519.42857142857
"1031","1012",9,4015.55555555556
"1031","1013",7,51955
"1031","1014",2,2566
"1031","1015",2,5187.5
"1031","1016",64,2305.15625
"1031","1017",40,2812.025
"1031","1018",21,2036.42857142857
"1031","1019",34,2202.47058823529
"1031","1020",55,3830.85454545455
"1031","1021",28,796.035714285714
"1031","1022",37,6523.75675675676
"1031","1023",70,3789.47142857143
"1031","1024",10,392.9
"1031","1025",5,23003.4
"1031","1026",26,805.5
"1031","1027",41,601.09756097561
"1031","1028",43,4541.25581395349
"1031","1029",86,927.325581395349
"1031","1030",11,816.636363636364
"1031","1031",445,3513.64494382022
"1031","1032",147,1755.85714285714
"1031","1033",82,1117.96341463415
"1031","1034",139,1417.43165467626
"1031","1035",101,1557.9801980198
"1031","1036",65,2165.86153846154
"1031","1037",36,1942.25
"1031","1038",26,1096.73076923077
"1031","1039",22,2249.59090909091
"1031","1040",65,2124.27692307692
"1031","1041",105,2092.48571428571
"1031","1042",0,0
"1031","1043",11,1576.90909090909
"1031","1044",11,1271.72727272727
"1031","1045",28,4052.07142857143
"1031","1046",3,57644
"1031","1047",7,1228.71428571429
"1031","1048",4,1916.5
"1031","1049",9,4825.44444444444
"1031","1050",5,1757.2
"1031","1061",4,1205.25
"1032","1000",28,4299.92857142857
"1032","1001",53,7101.81132075472
"1032","1002",52,5359.13461538462
"1032","1003",15,7622.53333333333
"1032","1004",40,2505.25
"1032","1005",6,2946.83333333333
"1032","1006",80,3630.5625
"1032","1007",0,0
"1032","1008",2,3497.5
"1032","1009",4,24917.75
"1032","1010",110,2474.93636363636
"1032","1011",5,14218
"1032","1012",12,4781.66666666667
"1032","1013",8,2975
"1032","1014",1,11131
"1032","1015",8,6411.75
"1032","1016",6,1789.66666666667
"1032","1017",29,2773.1724137931
"1032","1018",12,2043.75
"1032","1019",27,3024.33333333333
"1032","1020",54,2608.46296296296
"1032","1021",24,966.166666666667
"1032","1022",22,828
"1032","1023",63,743.84126984127
"1032","1024",41,4438.75609756098
"1032","1025",8,9869
"1032","1026",59,2647.98305084746
"1032","1027",96,2230.94791666667
"1032","1028",315,830.066666666667
"1032","1029",137,2132.94890510949
"1032","1030",65,2398.4
"1032","1031",289,950.173010380623
"1032","1032",678,4011.80530973451
"1032","1033",216,2664.9212962963
"1032","1034",118,801.661016949153
"1032","1035",155,1351.06451612903
"1032","1036",144,1495.91666666667
"1032","1037",244,2016.10245901639
"1032","1038",4,1307.25
"1032","1039",7,20960.5714285714
"1032","1040",54,1072.64814814815
"1032","1041",92,1414.48913043478
"1032","1042",0,0
"1032","1043",25,2482.12
"1032","1044",4,1181.75
"1032","1045",21,3276
"1032","1046",12,3859.75
"1032","1047",16,2029.125
"1032","1048",11,1988.90909090909
"1032","1049",3,2875.33333333333
"1032","1050",2,27761.5
"1032","1061",1,1579
"1033","1000",63,4173.74603174603
"1033","1001",33,5429.90909090909
"1033","1002",12,8098.5
"1033","1003",13,4299.07692307692
"1033","1004",14,2705.85714285714
"1033","1005",4,2154.5
"1033","1006",28,3060.71428571429
"1033","1007",6,1988.33333333333
"1033","1008",2,1600
"1033","1009",1,938
"1033","1010",59,3048.94915254237
"1033","1011",19,3237.52631578947
"1033","1012",15,10221.7333333333
"1033","1013",35,4876.82857142857
"1033","1014",2,3318
"1033","1015",11,3430.18181818182
"1033","1016",25,4260.84
"1033","1017",98,3763.74489795918
"1033","1018",33,3227.27272727273
"1033","1019",96,4930.63541666667
"1033","1020",87,1079.65517241379
"1033","1021",88,2490.23863636364
"1033","1022",109,3309.23853211009
"1033","1023",125,2226.64
"1033","1024",168,1879.0119047619
"1033","1025",76,2524.68421052632
"1033","1026",134,4441.67910447761
"1033","1027",183,1135.01092896175
"1033","1028",240,2167.15416666667
"1033","1029",509,1251.39489194499
"1033","1030",64,2790.984375
"1033","1031",231,1503.01298701299
"1033","1032",186,2138.43548387097
"1033","1033",705,4450.45106382979
"1033","1034",319,1115.51097178683
"1033","1035",275,2023.88363636364
"1033","1036",142,2456.91549295775
"1033","1037",166,1414.42168674699
"1033","1038",27,6382.2962962963
"1033","1039",87,5431.95402298851
"1033","1040",112,2230.70535714286
"1033","1041",313,2482.58466453674
"1033","1042",0,0
"1033","1043",55,2465.52727272727
"1033","1044",23,1480.60869565217
"1033","1045",39,7341.4358974359
"1033","1046",17,3001.17647058824
"1033","1047",2,2146
"1033","1048",15,4971.8
"1033","1049",10,1978.7
"1033","1050",7,43044.5714285714
"1033","1061",1,1005
"1034","1000",20,3634.8
"1034","1001",21,3889.2380952381
"1034","1002",5,2557
"1034","1003",8,2474.375
"1034","1004",29,1929.79310344828
"1034","1005",2,3200.5
"1034","1006",6,2536.16666666667
"1034","1007",7,1832.28571428571
"1034","1008",1,1515
"1034","1009",8,15247.375
"1034","1010",12,2420.16666666667
"1034","1011",10,4438.2
"1034","1012",11,4771.09090909091
"1034","1013",7,8110.85714285714
"1034","1014",1,3357
"1034","1015",0,0
"1034","1016",13,3412.46153846154
"1034","1017",42,2484.40476190476
"1034","1018",10,9470.1
"1034","1019",35,6602.25714285714
"1034","1020",27,1813.25925925926
"1034","1021",64,3889.3125
"1034","1022",44,607.409090909091
"1034","1023",100,1328.49
"1034","1024",121,798.190082644628
"1034","1025",8,1067.625
"1034","1026",91,3637.6043956044
"1034","1027",170,1380.14705882353
"1034","1028",124,1119.81451612903
"1034","1029",181,1533.18232044199
"1034","1030",57,1327.59649122807
"1034","1031",154,1520.3961038961
"1034","1032",100,2027.92
"1034","1033",467,2032.12205567452
"1034","1034",546,4049.32600732601
"1034","1035",55,2625.78181818182
"1034","1036",107,3001.09345794393
"1034","1037",477,1263.98951781971
"1034","1038",47,2811.76595744681
"1034","1039",65,1480.04615384615
