"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
0.352298364354202,0.0463276023307676,0.0317757009345794,0.0295612009237875,0.01938136256852,0.02432,0.0243208279430789,0.0391577391946805,0.0494604316546763,0.0647211788500433,0.0458741522230595,0.0206071349434966,0.0486738017682643,0.0511108678997483,0.0520052886734244,0.0392071444129819,0.0975131876412962,0.0649243466299863,0.045186136071887,0.0326376243171312,0.0140161725067385,0.0213823968175037,0.0044004400440044,0.00142500890630566,0.000987654320987654,0.0078003120124805,0.0670413488558812,0.00065359477124183,0.00120048019207683,0.000658761528326746,0.00868809730668984,0.000912825193975354,0.00247875354107649,0.00463060408335087,0.00149476831091181,0.00698370468905886,0.00375375375375375,0.00254560882477726,0.00506607929515419,0.0119236883942766,0.0079002079002079,0.00382941688424717,0.06282722513089,0.00676090964966195,0.0187282229965157,0.0218549378500205,0.0150089035868736,0.0663430420711974,0.0398733266158054,0.0293469435100336,0.0122047244094488,0.02710027100271
0.0576706147772138,0.248327458456226,0.036849132176235,0.0344110854503464,0.0178151918559123,0.032,0.0191461836998706,0.0687107499076468,0.0710431654676259,0.128286622363479,0.0450263752825923,0.028140926213162,0.05565379246161,0.0578964649228412,0.0599382988100485,0.0668699629710303,0.093293142426526,0.0795048143053645,0.0562259306803594,0.0385208012326656,0.0091644204851752,0.0154152163102934,0.00825082508250825,0.00463127894549341,0.00444444444444444,0.0280811232449298,0.00722601364913689,0.00130718954248366,0.00300120048019208,0.00164690382081686,0.00260642919200695,0.000912825193975354,0.00177053824362606,0.00210482003788676,0.00239162929745889,0.0066511473229132,0.00750750750750751,0.000848536274925753,0.0013215859030837,0.00993640699523052,0.00582120582120582,0.00261096605744125,0.0157068062827225,0.0122925629993854,0.0235191637630662,0.0259527386968993,0.0414652760111931,0.0542071197411003,0.0315243990211602,0.05614197888876,0.0244094488188976,0.0314363143631436
0.017272983643542,0.011366088770592,0.219759679572764,0.0198614318706697,0.0111589663273297,0.01152,0.010608020698577,0.0192094569634281,0.0107913669064748,0.027448714244438,0.00800678221552374,0.00952803013516508,0.0109818520241973,0.00864616394877969,0.0154252974878801,0.0250490089305162,0.013413715146948,0.00907840440165062,0.0115532734274711,0.012326656394453,0.00970350404312668,0.000994530084535057,0.00055005500550055,0,0.000493827160493827,0.0015600624024961,0,0,0.000600240096038415,0,0.000868809730668983,0,0.00424929178470255,0.00231530204167544,0.000597907324364724,0,0.00337837837837838,0.00148493848112007,0.00154185022026432,0.000397456279809221,0.000415800415800416,0.000696257615317668,0.0157068062827225,0.00491702519975415,0.0143728222996516,0.0197377407457998,0.0328160773340117,0.0457119741100324,0.0752842953793004,0.0455863588910799,0.00433070866141732,0.0037940379403794
0.0106457980823463,0.015682325012589,0.0176234979973298,0.180369515011547,0.0254502740798747,0.01024,0.0217335058214748,0.0247506464721093,0.00899280575539568,0.013579890205143,0.0120572720422005,0.00997119432749834,0.00735225686365752,0.0123672978001532,0.00617011899515205,0.0139403180135047,0.0363225320271289,0.0125630444750115,0.0118100128369705,0.00868468973245553,0.00215633423180593,0.00596718050721034,0.00275027502750275,0.00178126113288208,0.00246913580246914,0.00390015600624025,0.00120433560818948,0,0.00120048019207683,0.000658761528326746,0,0.000456412596987677,0.00177053824362606,0.00126289202273206,0.00119581464872945,0.00299301629531094,0.00262762762762763,0.00169707254985151,0.00110132158590308,0.000794912559618442,0.00124740124740125,0.00278503046127067,0.00523560209424084,0.0098340503995083,0.0213414634146341,0.0273869689933069,0.056219791401679,0.0669498381877023,0.0430401612206708,0.0380466303213084,0.00275590551181102,0.00758807588075881
0.00641567963902989,0.0217250557513848,0.0138851802403204,0.0367205542725173,0.37646828504307,0.01536,0.0129366106080207,0.00923531584780199,0.0170863309352518,0.00751227968795146,0.00621703089675961,0.0110791048083315,0.00800372266170312,0.00437780453102769,0.0114587924195681,0.00675234153779133,0.0126601356443105,0.00623567171022467,0.00282413350449294,0.00336181538030537,0.00107816711590297,0.000497265042267529,0,0.00961881011756324,0.000987654320987654,0.00078003120124805,0.000401445202729827,0.00065359477124183,0.00120048019207683,0.000329380764163373,0,0.00273847558192606,0.063385269121813,0.00631446011366028,0.00508221225710015,0.0033255736614566,0.0106981981981982,0.0027577428935087,0.0273127753303965,0.0155007949125596,0.00498960498960499,0.00261096605744125,0.00523560209424084,0.00799016594960049,0.0409407665505226,0.0480808632700451,0.0259475960315441,0.0228559870550162,0.0261983590038866,0.0539380582299037,0.00433070866141732,0.0021680216802168
0.00775521714608009,0.0147471404934897,0.0117489986648865,0.00993071593533487,0.0152701644479248,0.17664,0.0111254851228978,0.0635389730328777,0.0305755395683453,0.0121352210343831,0.00904295403165034,0.00686904498116552,0.00586319218241042,0.00974061508153661,0.0132216835610401,0.0309300805924635,0.0195930670685757,0.0154974782209995,0.0169448010269576,0.0428631460988934,0.00323450134770889,0.0119343610144207,0.00165016501650165,0.00106875667972925,0.000493827160493827,0.0015600624024961,0.000401445202729827,0.00065359477124183,0.000900360144057623,0.000988142292490119,0,0,0.00212464589235127,0.00105241001894338,0.00149476831091181,0.00299301629531094,0.00225225225225225,0.000848536274925753,0.000881057268722467,0.00238473767885533,0.00457380457380457,0.00156657963446475,0.0157068062827225,0.0104486785494776,0.0039198606271777,0.00833219505532031,0.0251844314423811,0.0145631067961165,0.0237512595364906,0.0380466303213084,0.0169291338582677,0.0151761517615176
0.00803722504230118,0.00935184519099345,0.00881174899866489,0.0120092378752887,0.0133124510571652,0.01536,0.1751617076326,0.0236424085703731,0.199640287769784,0.014446691707599,0.00960813865862849,0.00620429869266563,0.00604932526756631,0.0125861880267046,0.0326134861172323,0.0222173818340231,0.0330067822155237,0.0266850068775791,0.0233632862644416,0.0107858243451464,0.00107816711590297,0.00198906016907011,0.00165016501650165,0.0021375133594585,0.00148148148148148,0.0015600624024961,0.000401445202729827,0,0.000300120048019208,0,0.00173761946133797,0.000456412596987677,0.000354107648725212,0.00210482003788676,0.000298953662182362,0.00133022946458264,0.00600600600600601,0.00233347475604582,0.00837004405286344,0.00158982511923688,0.0145530145530146,0.00156657963446475,0.0418848167539267,0.00368776889981561,0.0535714285714286,0.0198743341073624,0.0129737980157721,0.0153721682847896,0.0362746509284583,0.0847929474538917,0.00078740157480315,0.0102981029810298
0.0102227862380147,0.0250341702035825,0.0162883845126836,0.01270207852194,0.00665622552858262,0.0528,0.0217335058214748,0.214628740302918,0.00899280575539568,0.00433400751227969,0.00659382064807837,0.00487480611566585,0.00660772452303397,0.0041589143044763,0.00176289114147201,0.00871269875844043,0.00783722682743029,0.00550206327372765,0.00256739409499358,0.00322173973945931,0.00107816711590297,0,0,0.00106875667972925,0.0128395061728395,0.0015600624024961,0.00120433560818948,0.00196078431372549,0.000600240096038415,0,0,0.000456412596987677,0,0.00294674805304146,0.000896860986547085,0.00232790156301962,0.00563063063063063,0.00233347475604582,0.00198237885462555,0.0286168521462639,0.0079002079002079,0.00609225413402959,0.0157068062827225,0.0196681007990166,0.00871080139372822,0.00662477803578746,0.0134825744085474,0.036205501618123,0.0397293795883115,0.0229671731817655,0.00118110236220472,0.0010840108401084
0.00930626057529611,0.0177685058628876,0.0104138851802403,0.00669745958429561,0.0119420516836335,0.01536,0.105304010349288,0.00480236424085704,0.23021582733813,0.00953481652701531,0.0094197437829691,0.0115222690006647,0.00530479292694276,0.00503447521068184,0.00308505949757602,0.00740579394467436,0.0168801808590806,0.0066941769830353,0.00410783055198973,0.00686370640145679,0.000539083557951483,0,0.00055005500550055,0,0,0,0,0,0.00120048019207683,0.000329380764163373,0,0,0,0.000841928015154704,0.000298953662182362,0,0.000563063063063063,0.00127280441238863,0,0,0.000415800415800416,0.00174064403829417,0.0418848167539267,0.00184388444990781,0.00130662020905923,0.000819560169375768,0.00178071737471381,0.0040453074433657,0.00546998704476753,0.00510381626261455,0.000393700787401575,0.002710027100271
0.0217851099830795,0.0307172145888785,0.0173564753004005,0.0143187066974596,0.00411119812059514,0.016,0.018111254851229,0.00591060214259328,0.0242805755395683,0.317827217567177,0.0203466465712133,0.022158209616663,0.0110749185667752,0.0193717850497975,0.0171881886293521,0.0143759529514267,0.0414468726450641,0.0380559376432829,0.0302952503209243,0.0264742961199047,0.01455525606469,0.0114370959721532,0.00605060506050605,0.00142500890630566,0.000987654320987654,0.0046801872074883,0.00200722601364914,0,0,0.000988142292490119,0.000868809730668983,0,0.000354107648725212,0.00126289202273206,0.000597907324364724,0.00232790156301962,0.000750750750750751,0.00127280441238863,0.000220264317180617,0.00357710651828299,0,0.000696257615317668,0,0.00307314074984634,0.000871080139372822,0.00218549378500205,0.0020351055711015,0.00687702265372168,0.00230315243990212,0.00788771604222248,0.012992125984252,0.021680216802168
