"","From.station.id","To.station.id","Freq"
"722","1001","1012",598
"723","1002","1012",118
"724","1003","1012",79
"725","1004","1012",86
"726","1005","1012",63
"727","1006","1012",65
"728","1007","1012",71
"729","1008","1012",57
"730","1009","1012",119
"731","1010","1012",332
"732","1011","1012",257
"733","1012","1012",5244
"734","1013","1012",531
"735","1014","1012",231
"736","1015","1012",224
"737","1016","1012",221
"738","1017","1012",388
"739","1018","1012",98
"740","1019","1012",228
"741","1020","1012",44
"742","1021","1012",46
"743","1022","1012",26
"744","1023","1012",17
"745","1024","1012",11
"746","1025","1012",13
"747","1026","1012",21
"748","1027","1012",3
"749","1028","1012",12
"750","1029","1012",15
"751","1030","1012",2
"752","1031","1012",9
"753","1032","1012",12
"754","1033","1012",15
"755","1034","1012",11
"756","1035","1012",10
"757","1036","1012",27
"758","1037","1012",6
"759","1038","1012",16
"760","1039","1012",37
"761","1040","1012",6
"762","1041","1012",32
"763","1042","1012",4
"764","1043","1012",16
"765","1044","1012",19
"766","1045","1012",240
"767","1046","1012",82
"768","1047","1012",97
"769","1048","1012",140
"770","1049","1012",166
"771","1050","1012",18
"772","1059","1012",0
"773","1061","1012",39
"774","1751","1012",0
"775","1761","1012",0
"776","1762","1012",0
"777","1764","1012",0
"778","1771","1012",0
"779","1781","1012",0
"780","1791","1012",0
"781","1000","1013",467
"782","1001","1013",529
"783","1002","1013",79
"784","1003","1013",113
"785","1004","1013",40
"786","1005","1013",89
"787","1006","1013",115
"788","1007","1013",38
"789","1008","1013",46
"790","1009","1013",177
"791","1010","1013",394
"792","1011","1013",293
"793","1012","1013",444
"794","1013","1013",3154
"795","1014","1013",159
"796","1015","1013",269
"797","1016","1013",250
"798","1017","1013",535
"799","1018","1013",155
"800","1019","1013",365
"801","1020","1013",62
"802","1021","1013",50
"803","1022","1013",42
"804","1023","1013",17
"805","1024","1013",8
"806","1025","1013",28
"807","1026","1013",29
"808","1027","1013",4
"809","1028","1013",8
"810","1029","1013",17
"811","1030","1013",5
"812","1031","1013",7
"813","1032","1013",8
"814","1033","1013",35
"815","1034","1013",7
"816","1035","1013",9
"817","1036","1013",11
"818","1037","1013",8
"819","1038","1013",15
"820","1039","1013",17
"821","1040","1013",8
"822","1041","1013",26
"823","1042","1013",2
"824","1043","1013",19
"825","1044","1013",24
"826","1045","1013",152
"827","1046","1013",98
"828","1047","1013",165
"829","1048","1013",90
"830","1049","1013",408
"831","1050","1013",11
"832","1059","1013",1
"833","1061","1013",36
"834","1751","1013",0
"835","1761","1013",0
"836","1762","1013",0
"837","1764","1013",0
"838","1771","1013",0
"839","1781","1013",0
"840","1791","1013",0
"841","1000","1014",118
"842","1001","1014",136
"843","1002","1014",35
"844","1003","1014",14
"845","1004","1014",26
"846","1005","1014",30
"847","1006","1014",74
"848","1007","1014",4
"849","1008","1014",7
"850","1009","1014",39
"851","1010","1014",93
"852","1011","1014",84
"853","1012","1014",137
"854","1013","1014",98
"855","1014","1014",895
"856","1015","1014",122
"857","1016","1014",54
"858","1017","1014",77
"859","1018","1014",17
"860","1019","1014",35
"861","1020","1014",12
"862","1021","1014",6
"863","1022","1014",11
"864","1023","1014",1
"865","1024","1014",5
"866","1025","1014",0
"867","1026","1014",3
"868","1027","1014",0
"869","1028","1014",4
"870","1029","1014",1
"871","1030","1014",1
"872","1031","1014",2
"873","1032","1014",1
"874","1033","1014",2
"875","1034","1014",1
"876","1035","1014",3
"877","1036","1014",3
"878","1037","1014",0
"879","1038","1014",0
"880","1039","1014",1
"881","1040","1014",7
"882","1041","1014",1
"883","1042","1014",0
"884","1043","1014",2
"885","1044","1014",0
"886","1045","1014",13
"887","1046","1014",11
"888","1047","1014",11
"889","1048","1014",18
"890","1049","1014",27
"891","1050","1014",23
"892","1059","1014",0
"893","1061","1014",4
"894","1751","1014",0
"895","1761","1014",0
"896","1762","1014",0
"897","1764","1014",0
"898","1771","1014",4
"899","1781","1014",0
"900","1791","1014",0
"901","1000","1015",180
"902","1001","1015",307
"903","1002","1015",115
"904","1003","1015",64
"905","1004","1015",31
"906","1005","1015",142
"907","1006","1015",102
"908","1007","1015",40
"909","1008","1015",34
"910","1009","1015",66
"911","1010","1015",322
"912","1011","1015",272
"913","1012","1015",114
"914","1013","1015",204
"915","1014","1015",133
"916","1015","1015",1523
"917","1016","1015",164
"918","1017","1015",139
"919","1018","1015",49
"920","1019","1015",83
"921","1020","1015",18
"922","1021","1015",29
"923","1022","1015",30
"924","1023","1015",34
"925","1024","1015",6
"926","1025","1015",2
"927","1026","1015",10
"928","1027","1015",1
"929","1028","1015",2
"930","1029","1015",1
"931","1030","1015",0
"932","1031","1015",2
"933","1032","1015",8
"934","1033","1015",11
"935","1034","1015",0
"936","1035","1015",5
"937","1036","1015",7
"938","1037","1015",3
"939","1038","1015",2
"940","1039","1015",3
"941","1040","1015",7
"942","1041","1015",10
"943","1042","1015",0
"944","1043","1015",9
"945","1044","1015",9
"946","1045","1015",54
"947","1046","1015",19
"948","1047","1015",26
"949","1048","1015",15
"950","1049","1015",155
"951","1050","1015",13
"952","1059","1015",1
"953","1061","1015",16
"954","1751","1015",0
"955","1761","1015",0
"956","1762","1015",4
"957","1764","1015",0
"958","1771","1015",0
"959","1781","1015",0
"960","1791","1015",0
"961","1000","1016",647
"962","1001","1016",619
"963","1002","1016",89
"964","1003","1016",241
"965","1004","1016",84
"966","1005","1016",130
"967","1006","1016",219
"968","1007","1016",52
"969","1008","1016",112
"970","1009","1016",275
"971","1010","1016",934
"972","1011","1016",206
"973","1012","1016",189
"974","1013","1016",246
"975","1014","1016",64
"976","1015","1016",182
"977","1016","1016",839
"978","1017","1016",211
"979","1018","1016",101
"980","1019","1016",186
"981","1020","1016",81
"982","1021","1016",48
"983","1022","1016",61
"984","1023","1016",31
"985","1024","1016",28
"986","1025","1016",22
"987","1026","1016",7
"988","1027","1016",3
"989","1028","1016",4
"990","1029","1016",4
"991","1030","1016",14
"992","1031","1016",64
"993","1032","1016",6
"994","1033","1016",25
"995","1034","1016",13
"996","1035","1016",13
"997","1036","1016",10
"998","1037","1016",28
"999","1038","1016",5
"1000","1039","1016",23
"1001","1040","1016",11
"1002","1041","1016",11
"1003","1042","1016",1
"1004","1043","1016",6
"1005","1044","1016",13
"1006","1045","1016",81
"1007","1046","1016",65
"1008","1047","1016",64
"1009","1048","1016",97
"1010","1049","1016",110
"1011","1050","1016",25
"1012","1059","1016",1
"1013","1061","1016",35
"1014","1751","1016",0
"1015","1761","1016",0
"1016","1762","1016",1
"1017","1764","1016",0
"1018","1771","1016",0
"1019","1781","1016",0
"1020","1791","1016",0
"1021","1000","1017",708
"1022","1001","1017",867
"1023","1002","1017",99
"1024","1003","1017",137
"1025","1004","1017",68
"1026","1005","1017",169
"1027","1006","1017",291
"1028","1007","1017",60
"1029","1008","1017",73
"1030","1009","1017",415
"1031","1010","1017",1566
"1032","1011","1017",438
"1033","1012","1017",307
"1034","1013","1017",520
"1035","1014","1017",108
"1036","1015","1017",142
"1037","1016","1017",176
"1038","1017","1017",2184
"1039","1018","1017",375
"1040","1019","1017",578
"1041","1020","1017",141
"1042","1021","1017",165
"1043","1022","1017",76
"1044","1023","1017",81
"1045","1024","1017",22
"1046","1025","1017",44
"1047","1026","1017",28
"1048","1027","1017",27
"1049","1028","1017",6
"1050","1029","1017",35
"1051","1030","1017",23
"1052","1031","1017",40
"1053","1032","1017",29
"1054","1033","1017",98
"1055","1034","1017",42
"1056","1035","1017",25
"1057","1036","1017",31
"1058","1037","1017",10
"1059","1038","1017",3
"1060","1039","1017",14
"1061","1040","1017",28
"1062","1041","1017",31
"1063","1042","1017",5
"1064","1043","1017",5
"1065","1044","1017",11
"1066","1045","1017",155
"1067","1046","1017",54
"1068","1047","1017",27
"1069","1048","1017",55
"1070","1049","1017",100
"1071","1050","1017",104
"1072","1059","1017",1
"1073","1061","1017",109
"1074","1751","1017",0
"1075","1761","1017",0
"1076","1762","1017",0
"1077","1764","1017",0
"1078","1771","1017",0
"1079","1781","1017",0
"1080","1791","1017",0
"1081","1000","1018",176
"1082","1001","1018",219
"1083","1002","1018",45
"1084","1003","1018",46
"1085","1004","1018",11
"1086","1005","1018",66
"1087","1006","1018",91
"1088","1007","1018",10
"1089","1008","1018",16
"1090","1009","1018",118
"1091","1010","1018",443
"1092","1011","1018",133
"1093","1012","1018",90
"1094","1013","1018",275
"1095","1014","1018",25
"1096","1015","1018",40
"1097","1016","1018",119
"1098","1017","1018",348
"1099","1018","1018",692
"1100","1019","1018",168
"1101","1020","1018",45
"1102","1021","1018",82
"1103","1022","1018",70
"1104","1023","1018",59
"1105","1024","1018",19
"1106","1025","1018",39
"1107","1026","1018",26
"1108","1027","1018",6
"1109","1028","1018",16
"1110","1029","1018",18
"1111","1030","1018",16
"1112","1031","1018",21
"1113","1032","1018",12
"1114","1033","1018",33
"1115","1034","1018",10
"1116","1035","1018",16
"1117","1036","1018",17
"1118","1037","1018",5
"1119","1038","1018",1
"1120","1039","1018",6
"1121","1040","1018",27
"1122","1041","1018",25
"1123","1042","1018",2
"1124","1043","1018",2
"1125","1044","1018",1
"1126","1045","1018",28
"1127","1046","1018",5
"1128","1047","1018",6
"1129","1048","1018",19
"1130","1049","1018",37
"1131","1050","1018",70
"1132","1059","1018",0
"1133","1061","1018",25
"1134","1751","1018",0
"1135","1761","1018",0
"1136","1762","1018",0
"1137","1764","1018",0
"1138","1771","1018",0
"1139","1781","1018",0
"1140","1791","1018",0
"1141","1000","1019",233
"1142","1001","1019",275
"1143","1002","1019",88
"1144","1003","1019",62
"1145","1004","1019",24
"1146","1005","1019",306
"1147","1006","1019",77
"1148","1007","1019",23
"1149","1008","1019",49
"1150","1009","1019",189
"1151","1010","1019",581
"1152","1011","1019",202
"1153","1012","1019",196
"1154","1013","1019",352
"1155","1014","1019",33
"1156","1015","1019",59
"1157","1016","1019",206
"1158","1017","1019",566
"1159","1018","1019",154
"1160","1019","1019",1356
"1161","1020","1019",310
"1162","1021","1019",211
"1163","1022","1019",210
"1164","1023","1019",151
"1165","1024","1019",60
"1166","1025","1019",225
"1167","1026","1019",105
"1168","1027","1019",10
"1169","1028","1019",24
"1170","1029","1019",30
"1171","1030","1019",27
"1172","1031","1019",34
"1173","1032","1019",27
"1174","1033","1019",96
"1175","1034","1019",35
"1176","1035","1019",46
"1177","1036","1019",36
"1178","1037","1019",51
"1179","1038","1019",3
"1180","1039","1019",5
"1181","1040","1019",24
"1182","1041","1019",27
"1183","1042","1019",41
"1184","1043","1019",10
"1185","1044","1019",8
"1186","1045","1019",33
"1187","1046","1019",15
"1188","1047","1019",28
"1189","1048","1019",32
"1190","1049","1019",47
"1191","1050","1019",78
"1192","1059","1019",2
"1193","1061","1019",69
"1194","1751","1019",0
"1195","1761","1019",0
"1196","1762","1019",0
"1197","1764","1019",0
"1198","1771","1019",0
"1199","1781","1019",0
"1200","1791","1019",0
"1201","1000","1020",26
"1202","1001","1020",17
"1203","1002","1020",18
"1204","1003","1020",4
"1205","1004","1020",2
"1206","1005","1020",6
"1207","1006","1020",2
"1208","1007","1020",2
"1209","1008","1020",1
"1210","1009","1020",27
"1211","1010","1020",46
"1212","1011","1020",17
"1213","1012","1020",12
"1214","1013","1020",16
"1215","1014","1020",5
"1216","1015","1020",2
"1217","1016","1020",13
"1218","1017","1020",42
"1219","1018","1020",24
"1220","1019","1020",28
"1221","1020","1020",259
"1222","1021","1020",37
"1223","1022","1020",68
"1224","1023","1020",206
"1225","1024","1020",102
"1226","1025","1020",106
"1227","1026","1020",122
"1228","1027","1020",35
"1229","1028","1020",84
"1230","1029","1020",33
"1231","1030","1020",19
"1232","1031","1020",55
"1233","1032","1020",54
"1234","1033","1020",87
"1235","1034","1020",27
"1236","1035","1020",91
"1237","1036","1020",22
"1238","1037","1020",16
"1239","1038","1020",2
"1240","1039","1020",11
"1241","1040","1020",36
"1242","1041","1020",35
"1243","1042","1020",2
