"1042",50,44,6,102,1,20,98,15,28,9,14,13,4,2,0,0,1,5,2,41,2,2,18,4,2,0,1,1,0,0,1,3,0,0,1,0,1,0,0,1,7,13,105,2,0,14,4,11,5,8,0,0,1,0,0,0,0,0,0,0,0
"1043",51,41,18,14,35,21,19,24,8,3,21,11,16,19,2,9,6,5,2,10,6,16,17,31,60,7,11,14,26,11,5,29,14,52,54,78,98,62,162,31,86,64,0,265,374,117,33,63,38,33,1,0,5,0,0,0,0,0,0,0,0
"1044",96,111,139,140,62,17,11,10,5,3,23,16,19,24,0,9,13,11,1,8,4,4,11,13,11,2,18,4,3,2,1,5,2,29,8,36,103,35,22,24,67,290,2,63,332,300,77,40,41,25,1,0,1,0,0,0,0,0,0,0,0
"1045",429,295,192,294,419,68,92,105,10,20,132,101,240,152,13,54,81,155,28,33,2,12,15,15,8,2,5,3,6,18,5,13,10,33,41,27,87,23,44,56,13,40,3,98,88,6952,225,314,793,753,10,0,11,0,0,0,0,0,3,0,0
"1046",95,150,139,273,64,85,49,31,1,13,139,27,82,98,11,19,65,54,5,15,0,2,7,2,2,2,4,3,1,1,2,1,5,8,6,6,17,6,17,15,6,15,0,9,18,466,1309,154,288,282,7,0,8,0,0,0,0,0,0,0,0
"1047",281,416,199,353,44,52,30,122,14,10,73,25,97,165,11,26,64,27,6,28,1,2,5,4,0,2,1,0,0,3,0,5,9,9,9,6,35,3,5,10,12,51,1,68,21,357,178,1480,234,383,3,0,2,0,0,0,0,0,0,0,0
"1048",145,330,292,150,108,122,143,268,32,17,99,57,140,90,18,15,97,55,19,32,2,10,3,3,4,3,1,1,2,7,0,4,0,9,8,9,10,7,6,13,3,15,1,13,3,798,274,204,2181,216,4,1,6,0,0,0,0,0,0,0,0
"1049",277,466,287,363,493,306,474,207,27,26,127,76,166,408,27,155,110,100,37,47,4,3,2,3,1,2,1,3,3,5,1,3,1,8,5,13,14,7,8,3,3,16,4,24,16,892,234,296,247,2145,14,0,4,0,0,0,0,0,0,0,0
"1050",41,70,3,9,7,65,4,0,0,26,73,17,18,11,23,13,25,104,70,78,10,12,2,1,6,4,6,1,6,0,1,1,4,3,1,1,2,0,2,11,8,2,5,3,3,11,2,1,4,12,1392,0,300,1,0,0,0,0,0,0,0
"1059",3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"1061",92,64,8,19,0,23,12,1,3,25,156,53,39,36,4,16,35,109,25,69,7,2,3,8,1,7,11,2,0,1,1,1,2,2,0,2,1,0,0,0,0,0,0,1,0,5,6,4,8,13,80,1,471,0,0,0,0,0,0,0,0
"1751",0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
"1761",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0
"1762",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
"1764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1771",2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0
"1781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1791",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
